domain,reachable,tls_versions,preferred_cipher,cert_subject_cn,cert_issuer,sig_alg,key_type,key_size,valid_from,valid_to,validity_days,ocsp_stapling,errors
pamelalove.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,pamelalove.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/14/2025,1/12/2026,90,unknown,
thakasino.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
facillite.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.facillite.com,R12,sha256WithRSAEncryption,RSA,2048,11/3/2025,2/1/2026,90,unknown,
ampir.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.ampir.ru,GlobalSign GCC R3 DV TLS CA 2020,sha256WithRSAEncryption,RSA,2048,8/28/2025,9/29/2026,397,unknown,
teamsforlinux.de,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,teamsforlinux.de,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/28/2025,12/27/2025,90,unknown,
khoaluantotnghiep.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,khoaluantotnghiep.net,E8,ecdsa-with-SHA384,ECDSA,secp256r1,11/18/2025,2/16/2026,90,unknown,
resources.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,resources.org,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/2/2025,1/31/2026,90,unknown,
wheretheladies.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
wovenmonkey.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,wovenmonkey.com,Sectigo RSA Domain Validation Secure Server CA,sha256WithRSAEncryption,RSA,2048,12/18/2024,12/20/2025,367,unknown,
maximumrocknroll.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.maximumrocknroll.com,R13,sha256WithRSAEncryption,RSA,2048,10/25/2025,1/23/2026,90,unknown,
elyon.com.co,FALSE,,,,,,,,,,,,timed out
s3u9m.top,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,s3u9m.top,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/5/2025,2/3/2026,90,unknown,
ogdensd.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ogdensd.org,R13,sha256WithRSAEncryption,RSA,2048,11/14/2025,2/12/2026,90,unknown,
sunnygyl.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,sunnygyl.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,11/11/2025,2/9/2026,90,unknown,
gameplanb.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-SHA384,*.gameplanb.com,Starfield Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,1/6/2025,2/7/2026,397,unknown,
eroute.net,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,gb.oxxus.net,gb.oxxus.net,sha256WithRSAEncryption,RSA,2048,10/17/2018,10/17/2019,365,unknown,
identity.foundation,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,identity.foundation,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/8/2025,1/6/2026,90,unknown,
evolvingyourman.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,evolvingyourman.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/7/2025,1/5/2026,90,unknown,
ictd.gov.bd,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.ictd.gov.bd,Sectigo RSA Domain Validation Secure Server CA,sha256WithRSAEncryption,RSA,2048,4/24/2025,4/24/2026,365,unknown,
deichmann-karriere.de,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,deichmann-karriere.de,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/20/2025,1/18/2026,90,unknown,
mxamro.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-SHA384,mexicanamro.com,Sectigo Public Server Authentication CA DV R36,sha256WithRSAEncryption,RSA,4096,10/3/2025,10/3/2026,365,unknown,
ggpgc.co.in,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
souvlakiforthesoul.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,souvlakiforthesoul.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/22/2025,2/20/2026,90,unknown,
cdromance.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,cdromance.org,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/4/2025,2/2/2026,90,unknown,
fontguesser.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
fearthefin.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,anaheimcalling.com,R12,sha256WithRSAEncryption,RSA,2048,11/13/2025,2/11/2026,90,unknown,
cappelleriabacca.it,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,cappelleriabacca.it,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/3/2025,1/1/2026,90,unknown,
levantcasino-giris.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,levantcasino-giris.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/19/2025,2/17/2026,90,unknown,
tupcchile.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.tupcchile.com,R13,sha256WithRSAEncryption,RSA,2048,10/20/2025,1/18/2026,90,unknown,
seemeta.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,seemeta.com,R13,sha256WithRSAEncryption,RSA,2048,11/1/2025,1/30/2026,90,unknown,
bizdehesapli.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,bizdehesapli.com,R13,sha256WithRSAEncryption,RSA,4096,11/6/2025,2/4/2026,90,unknown,
openbazaar.org,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,openbazaar.org,R12,sha256WithRSAEncryption,RSA,2048,9/30/2025,12/29/2025,90,unknown,
e-oferta.ro,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,e-oferta.ro,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/28/2025,12/27/2025,90,unknown,
gettoplists.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,gettoplists.com,R12,sha256WithRSAEncryption,RSA,4096,10/24/2025,1/22/2026,90,unknown,
polskieogloszenia.pl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,polskieogloszenia.pl,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/18/2025,2/16/2026,90,unknown,
lmta.lt,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,lmta.lt,GEANT TLS RSA 1,sha256WithRSAEncryption,RSA,2048,4/30/2025,4/30/2026,365,unknown,
stgeorgesbristol.co.uk,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,stgeorgesbristol.co.uk,Amazon RSA 2048 M02,sha256WithRSAEncryption,RSA,2048,3/13/2025,4/11/2026,394,unknown,
sxp.nl,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,sxp.nl,R10,sha256WithRSAEncryption,RSA,4096,7/15/2025,10/13/2025,90,unknown,
yakimachief.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,shop.yakimachief.com,R13,sha256WithRSAEncryption,RSA,2048,11/19/2025,2/17/2026,90,unknown,
devsgestaods.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
hwsuccesssj.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
slivbox.cc,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mail.slivbox.cc,R13,sha256WithRSAEncryption,RSA,2048,11/4/2025,2/2/2026,90,unknown,
thakkarmatrimony.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
enco.io,FALSE,,,,,,,,,,,,[WinError 10054] An existing connection was forcibly closed by the remote host
1duke.net,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
mes-favoris.top,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,mes-favoris.top,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/19/2025,1/17/2026,90,unknown,
smilerday.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,smilerday.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/20/2025,1/18/2026,90,unknown,
free-porn.live,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
letsbeef.com,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,dev.letsbeef.com,R12,sha256WithRSAEncryption,RSA,2048,9/28/2025,12/27/2025,90,unknown,
studentchoicecard.co.uk,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,www.studentchoicecard.co.uk,R12,sha256WithRSAEncryption,RSA,3072,10/2/2025,12/31/2025,90,unknown,
doesitreallywork.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,doesitreallywork.org,R13,sha256WithRSAEncryption,RSA,2048,11/10/2025,2/8/2026,90,unknown,
cig273.vip,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
scsti.org.cn,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.360510.com,SSL.com TLS Issuing RSA CA R1,sha256WithRSAEncryption,RSA,2048,2/7/2025,3/10/2026,396,unknown,
188bet-casino-vip.com,TRUE,TLSv1.2,ECDHE-ECDSA-AES128-GCM-SHA256,188bet-casino-vip.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/13/2025,2/11/2026,90,unknown,
itmr-legal.de,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,itmr-legal.de,R12,sha256WithRSAEncryption,RSA,4096,10/18/2025,1/16/2026,90,unknown,
casino-vulkan.live,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
dicefan.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,dicefan.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/18/2025,2/16/2026,90,unknown,
dfds.cloud,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
booklink.me,TRUE,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,booklink.me,ZeroSSL ECC Domain Secure Site CA,ecdsa-with-SHA384,ECDSA,secp256r1,9/4/2025,12/3/2025,90,unknown,
63748839.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
dws.ne.jp,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
tivplserver.com,FALSE,,,,,,,,,,,,timed out
