domain,reachable,tls_versions,preferred_cipher,cert_subject_cn,cert_issuer,sig_alg,key_type,key_size,valid_from,valid_to,validity_days,ocsp_stapling,errors
poodll.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,poodll.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/24/2025,1/22/2026,90,unknown,
hellotoby.com,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,*.hellotoby.com,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,4/7/2025,5/9/2026,397,unknown,
fracturedcode.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,fracturedcode.net,E7,ecdsa-with-SHA384,ECDSA,secp256r1,11/15/2025,2/13/2026,90,unknown,
7fon.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.7fon.org,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/24/2025,1/22/2026,90,unknown,
csfb.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
fox168.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
allenlund.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
cis.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.host.cis.net,R12,sha256WithRSAEncryption,RSA,2048,10/4/2025,1/2/2026,90,unknown,
pugmarktagua.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,pugmarktagua.com,R12,sha256WithRSAEncryption,RSA,2048,10/10/2025,1/8/2026,90,unknown,
jzdw.net,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
fruugosaudiarabia.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.fruugo.com,DigiCert EV RSA CA G2,sha256WithRSAEncryption,RSA,2048,8/27/2025,8/29/2026,367,unknown,
contractscounsel.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,contractscounsel.com,R12,sha256WithRSAEncryption,RSA,2048,10/17/2025,1/15/2026,90,unknown,
hmeapps.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.hmeapps.com,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,6/25/2025,7/27/2026,397,unknown,
netspi.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,netspi.com,R12,sha256WithRSAEncryption,RSA,2048,10/18/2025,1/16/2026,90,unknown,
machmusic.com.br,FALSE,,,,,,,,,,,,timed out
changyan.cn,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
superrich1965.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,superrich1965.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/28/2025,12/27/2025,90,unknown,
loginiiportal.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,<Name()>,<Name()>,sha256WithRSAEncryption,RSA,2048,4/30/2025,4/28/2035,3650,unknown,
elentrerios.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,elentrerios.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/16/2025,2/14/2026,90,unknown,
bx.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
n47n.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
nordiceuropean.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,nordiceuropean.com,E7,ecdsa-with-SHA384,ECDSA,secp256r1,10/3/2025,1/1/2026,90,unknown,
incgamers.com,FALSE,,,,,,,,,,,,[Errno 11002] getaddrinfo failed
sportdata.win,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
kxyayubo.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
cdn-wifi.tech,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
bodytalk.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,bodytalk.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/28/2025,12/27/2025,90,unknown,
favorites.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,www.potpourrigroup.com,GeoTrust TLS RSA CA G1,sha256WithRSAEncryption,RSA,2048,4/9/2025,1/22/2026,288,unknown,
globalpiyasa.com,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
52tvshow.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
new-retro-casino231.ru,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
doosanheavy.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,redirect01,redirect01,sha256WithRSAEncryption,RSA,2048,8/19/2021,8/24/2022,370,unknown,
buildonscenes.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,buildonscenes.com,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,11/17/2025,6/3/2026,198,unknown,
fametro.edu.br,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,fametro.edu.br,Starfield Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,11/11/2025,12/11/2026,395,unknown,
neurotech.com.br,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
leoni.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,leoni.com,R12,sha256WithRSAEncryption,RSA,2048,10/27/2025,1/25/2026,90,unknown,
ceasy.de,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.ceasy.de,Starfield Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,2/3/2025,3/5/2026,395,unknown,
wqmyr.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
mgdhttl.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
fycma.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,fycma.com,R13,sha256WithRSAEncryption,RSA,2048,10/28/2025,1/26/2026,90,unknown,
grcbank.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
sdwlcc.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
uzumcheckout.uz,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,uzumcheckout.uz,R13,sha256WithRSAEncryption,RSA,2048,9/26/2025,12/25/2025,90,unknown,
trwaftermarket.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,trwaftermarket.com,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,RSA,2048,3/25/2025,4/24/2026,395,unknown,
sale-attestati-v-kovrove-33.ru,FALSE,,,,,,,,,,,,[Errno 11002] getaddrinfo failed
margaretriver.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,margaretriver.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/12/2025,2/11/2026,91,unknown,
niko.ua,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,niko.ua,R13,sha256WithRSAEncryption,RSA,2048,9/3/2025,12/2/2025,90,unknown,
portalfarma.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-SHA384,*.portalfarma.com,Sectigo RSA Domain Validation Secure Server CA,sha256WithRSAEncryption,RSA,2048,3/12/2025,4/1/2026,385,unknown,
2gis.biz,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.2gis.biz,ZeroSSL RSA Domain Secure Site CA,sha384WithRSAEncryption,RSA,2048,11/1/2025,1/30/2026,90,unknown,
fastddns.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,fastddns.net,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/19/2025,2/17/2026,90,unknown,
henricocitizen.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,henricocitizen.com,ZeroSSL ECC Domain Secure Site CA,ecdsa-with-SHA384,ECDSA,secp256r1,10/13/2025,1/11/2026,90,unknown,
90h6.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
bgky.com.cn,FALSE,,,,,,,,,,,,timed out
iccaworld.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,iccaworld.org,E8,ecdsa-with-SHA384,ECDSA,secp256r1,11/18/2025,2/16/2026,90,unknown,
volvapps.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,game.volvapps.com,TrustAsia DV TLS RSA CA 2025,sha256WithRSAEncryption,RSA,2048,9/5/2025,12/3/2025,89,unknown,
eboxenterprise.be,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,www.eboxenterprise.be,GEANT OV RSA CA 4,sha384WithRSAEncryption,RSA,2048,12/12/2024,12/12/2025,365,unknown,
ljrce.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
stadium-krasnodar.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.fckrasnodar.ru,GlobalSign RSA OV SSL CA 2018,sha256WithRSAEncryption,RSA,2048,8/14/2025,9/15/2026,397,unknown,
klara.ch,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,klara.ch,R12,sha256WithRSAEncryption,RSA,2048,10/17/2025,1/15/2026,90,unknown,
reach.cloud,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,reach.cloud,R13,sha256WithRSAEncryption,RSA,2048,9/25/2025,12/24/2025,90,unknown,
hxce.cn,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,hxce.cn,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,9/28/2025,12/27/2025,90,unknown,
seasteading.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,seasteading.org,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/5/2025,1/3/2026,90,unknown,
hdubt.cn,FALSE,,,,,,,,,,,,timed out
icmarkets.eu,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,icmarkets.eu,Amazon RSA 2048 M02,sha256WithRSAEncryption,RSA,2048,1/11/2025,2/8/2026,393,unknown,
dionis-group.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,dionis-group.ru,E8,ecdsa-with-SHA384,ECDSA,secp384r1,9/14/2025,12/13/2025,90,unknown,
the-brandidentity.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,the-brandidentity.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/3/2025,2/1/2026,90,unknown,
jxedu.gov.cn,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
hebruilong.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
diploms-o-vysshem-v-volzhskom-34.ru,FALSE,,,,,,,,,,,,[Errno 11002] getaddrinfo failed
hunt4k.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
jxkymy.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
glh.ru,FALSE,,,,,,,,,,,,timed out
sipa.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
foliencenter24.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,foliencenter24.com,DigiCert EV RSA CA G2,sha256WithRSAEncryption,RSA,2048,2/25/2025,3/12/2026,380,unknown,
magenic.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,magenic.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/12/2025,2/10/2026,90,unknown,
lucky-numbers.ru,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,lucky-numbers.ru,R12,sha256WithRSAEncryption,RSA,2048,10/14/2025,1/12/2026,90,unknown,
rexzy.xyz,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,rexzy.xyz,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/2/2025,12/31/2025,90,unknown,
pornohd.shop,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
rentawheel.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,www.rentawheel.com,R12,sha256WithRSAEncryption,RSA,2048,11/9/2025,2/7/2026,90,unknown,
aikosolar.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.aikosolar.com,Encryption Everywhere DV TLS CA - G2,sha256WithRSAEncryption,RSA,2048,7/17/2025,8/16/2026,395,unknown,
wenee.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.wenee.net,R13,sha256WithRSAEncryption,RSA,2048,11/17/2025,2/15/2026,90,unknown,
flicker.cool,TRUE,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,api.nartick.com,R13,sha256WithRSAEncryption,RSA,2048,10/9/2025,1/7/2026,90,unknown,
rnvdr.cn,FALSE,,,,,,,,,,,,timed out
opencartkurulum.xyz,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,opencartkurulum.xyz,R12,sha256WithRSAEncryption,RSA,2048,11/6/2025,2/4/2026,90,unknown,
icenet.com.br,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,"<Name(C=AU,ST=Some-State,O=Internet Widgits Pty Ltd)>","<Name(C=AU,ST=Some-State,O=Internet Widgits Pty Ltd)>",sha256WithRSAEncryption,RSA,2048,2/6/2025,2/1/2026,360,unknown,
ticrecruitment.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,ticrecruitment.com,E8,ecdsa-with-SHA384,ECDSA,secp256r1,11/13/2025,2/11/2026,90,unknown,
campx.in,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,campx.in,R12,sha256WithRSAEncryption,RSA,4096,11/14/2025,2/12/2026,90,unknown,
trox.com,FALSE,,,,,,,,,,,,timed out
omrodee.uk,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
visualmind.app,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,visualmind.app,Amazon RSA 2048 M04,sha256WithRSAEncryption,RSA,2048,5/1/2025,5/31/2026,395,unknown,
geometrydashlite2.io,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,geometrydashlite2.io,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/18/2025,2/16/2026,90,unknown,
gameyoungerdns.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,gameyoungerdns.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/12/2025,1/10/2026,90,unknown,
khelo24bet.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
light-living.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,light-living.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/2/2025,1/31/2026,90,unknown,
elrancaguino.cl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.elrancaguino.cl,R12,sha256WithRSAEncryption,RSA,2048,10/20/2025,1/18/2026,90,unknown,
viastore.de,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,www.viastore.com,ZeroSSL ECC Domain Secure Site CA,ecdsa-with-SHA384,ECDSA,secp256r1,10/1/2025,12/30/2025,90,unknown,
growthmentor.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,growthmentor.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/13/2025,1/11/2026,90,unknown,
pki.co.ir,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.pki.co.ir,Certum Domain Validation CA SHA2,sha256WithRSAEncryption,RSA,2048,6/30/2025,6/30/2026,365,unknown,
ideandola.co,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ideandola.co,R13,sha256WithRSAEncryption,RSA,2048,10/25/2025,1/23/2026,90,unknown,
werd.io,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,werd.io,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/6/2025,2/4/2026,90,unknown,
hdss.art,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,hdss.art,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/7/2025,1/5/2026,90,unknown,
belgrade.co.uk,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,belgrade.co.uk,R12,sha256WithRSAEncryption,RSA,4096,10/13/2025,1/11/2026,90,unknown,
herdcloud.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
kingandqueenco.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,kingandqueenco.net,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/9/2025,2/7/2026,90,unknown,
emesasoftware.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,emesasoftware.com,R12,sha256WithRSAEncryption,RSA,2048,11/21/2025,2/19/2026,90,unknown,
marine.gov.my,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
kipling.com.pe,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,ugg.cl,R13,sha256WithRSAEncryption,RSA,2048,10/26/2025,1/24/2026,90,unknown,
journeydraw.ai,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,journeydraw.ai,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/7/2025,1/5/2026,90,unknown,
dajidoor.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
nwtv.nl,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,nwtv.nl,E8,ecdsa-with-SHA384,ECDSA,secp256r1,10/7/2025,1/5/2026,90,unknown,
bbkrn.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
host2wow.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,host2wow.com,R13,sha256WithRSAEncryption,RSA,2048,10/1/2025,12/30/2025,90,unknown,
newsfilter.io,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.newsfilter.io,Amazon RSA 2048 M02,sha256WithRSAEncryption,RSA,2048,6/5/2025,7/2/2026,392,unknown,
palmira-garden.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,palmira-garden.com,R13,sha256WithRSAEncryption,RSA,2048,11/7/2025,2/5/2026,90,unknown,
smbsw.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
emb6.cn,FALSE,,,,,,,,,,,,[WinError 10061] No connection could be made because the target machine actively refused it
smath.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.smath.com,GlobalSign RSA OV SSL CA 2018,sha256WithRSAEncryption,RSA,2048,5/12/2025,6/13/2026,397,unknown,
wisdomtreeprimeapp.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
aptcloud.cc,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
torrentbot205.site,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
sunnyvale.com,FALSE,,,,,,,,,,,,[Errno 11002] getaddrinfo failed
real-statistics.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,autodiscover.real-statistics.com,R13,sha256WithRSAEncryption,RSA,2048,9/26/2025,12/25/2025,90,unknown,
tesselaar.net.au,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,tesselaar.net.au,R13,sha256WithRSAEncryption,RSA,2048,11/11/2025,2/9/2026,90,unknown,
kaplog.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
hfw.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,hfw.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/12/2025,2/10/2026,90,unknown,
asnfreeclassifieds.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.asnfreeclassifieds.com,R12,sha256WithRSAEncryption,RSA,2048,10/10/2025,1/8/2026,90,unknown,
win4440000.com,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
transparencia.gob.es,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,transparencia.gob.es,"<Name(C=ES,O=FNMT-RCM,OU=AC Componentes Inform?ticos)>",sha256WithRSAEncryption,RSA,2048,10/2/2025,10/2/2026,365,unknown,
savunmatr.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,savunmatr.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/22/2025,2/20/2026,90,unknown,
agentselect.net,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
aktys.it,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,aktys.it,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/23/2025,2/21/2026,90,unknown,
domfind.de,FALSE,,,,,,,,,,,,timed out
patirti.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,patirti.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/17/2025,2/15/2026,90,unknown,
bullethost.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,bullethost.net,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/5/2025,1/3/2026,90,unknown,
reesehosts.net,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.reesehosts.net,R12,sha256WithRSAEncryption,RSA,2048,10/27/2025,1/25/2026,90,unknown,
985996.xyz,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
stcbb.net,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
emailcenteruk.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,www.emailcenteruk.com,Amazon RSA 2048 M02,sha256WithRSAEncryption,RSA,2048,1/26/2025,2/25/2026,395,unknown,
chessvision.ai,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,share.hitek.com.vn,WR3,sha256WithRSAEncryption,RSA,2048,11/23/2025,2/21/2026,90,unknown,
comune.pisa.it,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,comune.pisa.it,E7,ecdsa-with-SHA384,ECDSA,secp256r1,10/13/2025,1/11/2026,90,unknown,
hideiqxshlgvjk.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
netsolutions.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,netsolutions.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/29/2025,1/27/2026,90,unknown,
voxie.net,FALSE,,,,,,,,,,,,timed out
padukabet.org,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
xchina.click,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,xchina.click,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/3/2025,2/1/2026,90,unknown,
entegreeder.com,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
esteghbal-hotel.com,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,esteghbal-hotel.com,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,10/29/2025,5/15/2026,198,unknown,
653356.xyz,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,666.xbsj.org,R11,sha256WithRSAEncryption,RSA,2048,10/9/2024,1/7/2025,90,unknown,
sapdc.org,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,sapdc.org,ZeroSSL ECC Domain Secure Site CA,ecdsa-with-SHA384,ECDSA,secp384r1,10/12/2025,1/10/2026,90,unknown,
markscommercial.com,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,markscommercial.com,DigiCert EV RSA CA G2,sha256WithRSAEncryption,RSA,2048,10/6/2025,11/3/2026,393,unknown,
allopurinolzyloprim.shop,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
misp.io,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,misp.io,Go Daddy Secure Certificate Authority - G2,sha256WithRSAEncryption,RSA,2048,6/9/2025,6/9/2026,365,unknown,
vaporhatch.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,vaporhatch.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/6/2025,1/4/2026,90,unknown,
1xbet-ivl.top,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,1xbet-ivl.top,R12,sha256WithRSAEncryption,RSA,2048,11/1/2025,1/30/2026,90,unknown,
onevavada.ru,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,onevavada.ru,R13,sha256WithRSAEncryption,RSA,2048,10/22/2025,1/20/2026,90,unknown,
celebscouples.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,celebscouples.com,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,10/18/2025,1/16/2026,90,unknown,
ultahosting.website,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,ultahosting.website,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/10/2025,2/9/2026,91,unknown,
banjarbarukota.go.id,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,banjarbarukota.go.id,WE1,ecdsa-with-SHA256,ECDSA,secp256r1,11/19/2025,2/17/2026,90,unknown,
wearefuturemaker.ca,TRUE,TLSv1.3,TLS_AES_128_GCM_SHA256,*.netlify.app,DigiCert Global G2 TLS RSA SHA256 2020 CA1,sha256WithRSAEncryption,ECDSA,secp256r1,1/31/2025,3/3/2026,396,unknown,
viet69.my,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
regiaodeleiria.pt,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.regiaodeleiria.pt,Sectigo RSA Domain Validation Secure Server CA,sha256WithRSAEncryption,RSA,4096,5/28/2025,5/28/2026,365,unknown,
leaseteam.net,FALSE,,,,,,,,,,,,timed out
tyt.by,FALSE,,,,,,,,,,,,[Errno 11002] getaddrinfo failed
take-profit.org,TRUE,TLSv1.2,ECDHE-RSA-AES256-GCM-SHA384,*.take-profit.org,Sectigo RSA Domain Validation Secure Server CA,sha256WithRSAEncryption,RSA,2048,4/5/2025,5/5/2026,395,unknown,
slotozal.app,FALSE,,,,,,,,,,,,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1010)
toastcdn.net,FALSE,,,,,,,,,,,,[Errno 11001] getaddrinfo failed
weddingboatsanael.com,TRUE,TLSv1.3,TLS_AES_256_GCM_SHA384,*.web-hosting.com,Sectigo RSA Domain Validation Secure Server CA,sha256WithRSAEncryption,RSA,2048,3/13/2025,4/5/2026,388,unknown,
ecochurcheswa.net,TRUE,TLSv1.2,ECDHE-ECDSA-AES256-GCM-SHA384,ecochurcheswa.net,E7,ecdsa-with-SHA384,ECDSA,secp256r1,10/3/2025,1/1/2026,90,unknown,
ctcn.edu.tw,TRUE,TLSv1.2,ECDHE-RSA-AES256-SHA384,*.ctcn.edu.tw,TWCA Secure SSL Certification Authority,sha256WithRSAEncryption,RSA,2048,9/30/2025,10/27/2026,392,unknown,
